phrase_id,scenario_id,audio_key,english_text,target_text,pronunciation,context,emoji,notes,status
japanese-coffee-shop-1,coffee-shop,japanese-coffee-shop-1,One iced milk coffee please,アイスのミルクコーヒーを一つお願いします,aisu no miruku koohii o hitotsu onegaishimasu,Use this for a standard iced coffee order at a cafe counter.,☕,second-wave utility draft for a common cafe order; katakana-heavy loanword line,drafted
japanese-coffee-shop-2,coffee-shop,japanese-coffee-shop-2,I would like an iced black coffee,アイスコーヒーを一つお願いします,aisu koohii o hitotsu onegaishimasu,Use this when you want coffee without milk.,🥤,third-pass utility draft for a standard iced black coffee order,drafted
japanese-coffee-shop-3,coffee-shop,japanese-coffee-shop-3,I would like an iced latte,アイスラテを一つお願いします,aisu rate o hitotsu onegaishimasu,Useful when ordering a familiar milk coffee drink.,🥛,third-pass utility draft for a familiar cafe latte order,drafted
japanese-coffee-shop-4,coffee-shop,japanese-coffee-shop-4,Just a little ice,氷は少なめでお願いします,koori wa sukuname de onegaishimasu,Add this when you want less ice in your drink.,🧊,third-pass utility draft for lighter ice customization,drafted
japanese-coffee-shop-5,coffee-shop,japanese-coffee-shop-5,No sugar please,砂糖なしでお願いします,satou nashi de onegaishimasu,Use this to keep your drink unsweetened.,🚫,second-wave utility draft for a simple drink adjustment; kana さとうなしでおねがいします,drafted
japanese-coffee-shop-6,coffee-shop,japanese-coffee-shop-6,For takeaway,持ち帰りでお願いします,mochikaeri de onegaishimasu,Say this when you want takeaway instead of staying.,🥤,second-wave utility draft for takeaway ordering after the shared-source audit; kana もちかえりでおねがいします,drafted
japanese-coffee-shop-7,coffee-shop,japanese-coffee-shop-7,"Could I pay, please?",お会計をお願いします,okaikei o onegaishimasu,Use this when you are ready to pay or ask for the bill.,💵,third-pass utility draft for asking to pay at a cafe counter,drafted
japanese-street-food-1,street-food,japanese-street-food-1,One portion please,一つお願いします,hitotsu onegaishimasu,Use this for a simple food order while pointing.,🍽️,second-wave utility draft for fast counters and stalls; kana ひとつおねがいします,drafted
japanese-street-food-2,street-food,japanese-street-food-2,I will take this bowl,この丼をお願いします,kono donburi o onegaishimasu,Use this while pointing at the bowl or rice dish you want.,🍜,second-wave utility draft tuned for bowl-style dishes; kana このどんぶりをおねがいします,drafted
japanese-street-food-3,street-food,japanese-street-food-3,Not spicy please,辛さ控えめでお願いします,karasa hikaeme de onegaishimasu,Use this before the dish is prepared if you need a mild version.,🌶️,first-wave promoted core keep food review caution; kana からさひかえめでおねがいします,first-wave-promoted-core
japanese-street-food-4,street-food,japanese-street-food-4,More herbs please,,,Use this when you want extra greens or garnish.,🥬,Rewrite-needed graduation hold: keep outside the Japan packet until a stronger condiment-specific source rewrite exists,deferred-rewrite-needed
japanese-street-food-5,street-food,japanese-street-food-5,Do you have bottled water,ミネラルウォーターはありますか,mineraru wootaa wa arimasu ka,Ask this at restaurants or kiosks when you want sealed bottled water.,💧,first-wave promoted core bottled-water availability check,first-wave-promoted-core
japanese-street-food-6,street-food,japanese-street-food-6,A spoon and chopsticks please,スプーンとお箸をお願いします,supuun to ohashi o onegaishimasu,Use this if utensils were not set out.,🥢,second-wave utility draft for mixed utensil request; kana スプーンとおはしをおねがいします,drafted
japanese-street-food-7,street-food,japanese-street-food-7,Pack it to go,持ち帰りにしてください,mochikaeri ni shite kudasai,Say this when you want takeaway from a stall or casual restaurant.,🛍️,second-wave utility draft for takeaway packaging request; kana もちかえりにしてください,drafted
japanese-grab-taxi-1,grab-taxi,japanese-grab-taxi-1,Take me here,ここまでお願いします,koko made onegaishimasu,Use this while showing the destination on your phone to the driver.,📍,first-wave promoted core show-screen taxi line,first-wave-promoted-core
japanese-grab-taxi-2,grab-taxi,japanese-grab-taxi-2,Go to the city center,,,Use this for a simple destination when the driver already knows the area.,🏙️,Rewrite-needed graduation hold: generic city-center routing still needs a station or map-showable Japan-fit rewrite,deferred-rewrite-needed
japanese-grab-taxi-3,grab-taxi,japanese-grab-taxi-3,You can stop here,ここでお願いします,koko de onegaishimasu,Say this when the taxi or ride-app car reaches the right drop-off point.,🛑,first-wave promoted core drop-off control,first-wave-promoted-core
japanese-grab-taxi-4,grab-taxi,japanese-grab-taxi-4,Go this way,こちらの道でお願いします,kochira no michi de onegaishimasu,Use this if you need to guide the driver.,➡️,third-pass utility draft for steering a driver onto the shown route,drafted
japanese-grab-taxi-5,grab-taxi,japanese-grab-taxi-5,Please turn on the air conditioning,エアコンをつけてください,eakon o tsukete kudasai,Use this on a hot ride if the air conditioning is off.,❄️,third-pass utility draft for ride comfort and hot-weather repair,drafted
japanese-grab-taxi-6,grab-taxi,japanese-grab-taxi-6,Wait for me five minutes,5分待っていてください,gofun matte ite kudasai,Use this if you need a very short stop.,⏳,third-pass utility draft for a short-stop ride request,drafted
japanese-grab-taxi-7,grab-taxi,japanese-grab-taxi-7,I will pay cash,現金で払います,genkin de haraimasu,Use this when payment method needs to be clear before the ride ends.,💵,second-wave utility draft for cash-payment clarity,drafted
japanese-asking-price-1,asking-price,japanese-asking-price-1,How much is this,これはいくらですか,kore wa ikura desu ka,Use this while pointing at an item or menu option.,🏷️,first-wave promoted core purchase anchor,first-wave-promoted-core
japanese-asking-price-2,asking-price,japanese-asking-price-2,How much per kilo,1キロでいくらですか,ikkiro de ikura desu ka,Use this for produce or anything sold by weight.,⚖️,Residual-tail draft kept visible but parked outside the starter slice until the service-first shopping pack is stable,later-review
japanese-asking-price-3,asking-price,japanese-asking-price-3,Too expensive,ちょっと高いです,chotto takai desu,Say this lightly when reacting to a high price.,😅,Residual-tail soft price-reaction draft parked until the service-first starter slice is settled,later-review
japanese-asking-price-4,asking-price,japanese-asking-price-4,Is this tax-free,免税になりますか,menzei ni narimasu ka,Use this for tax-free eligibility or price-confirmation shopping questions instead of bargaining.,🤝,rewritten from bargaining to a stronger Japan-fit tax-free shopping check; kana めんぜいになりますか,rewritten-and-drafted
japanese-asking-price-5,asking-price,japanese-asking-price-5,What is your final price,,,Ask this before making a final decision.,💬,Rewrite-needed graduation hold: final-price bargaining remains outside the Japan packet until a better shopping intent exists,deferred-rewrite-needed
japanese-asking-price-6,asking-price,japanese-asking-price-6,Show me another one,別のものを見せてください,betsu no mono o misete kudasai,Use this while comparing items at a shop or souvenir counter.,👀,first-wave promoted core comparison-shopping line,first-wave-promoted-core
japanese-asking-price-7,asking-price,japanese-asking-price-7,I will take this one,これをください,kore o kudasai,Say this once you agree on the item and price.,🛍️,third-pass utility draft for purchase commitment after choosing an item,drafted
japanese-polite-basics-1,polite-basics,japanese-polite-basics-1,Hello,こんにちは,konnichiwa,Use this as a polite greeting in slower face-to-face interactions.,👋,first-wave drafted greeting kept below core utility tier,drafted
japanese-polite-basics-2,polite-basics,japanese-polite-basics-2,Thank you,ありがとうございます,arigatou gozaimasu,Say this anytime someone helps you or completes a service for you.,🙏,first-wave promoted core courtesy anchor,first-wave-promoted-core
japanese-polite-basics-3,polite-basics,japanese-polite-basics-3,Yes polite acknowledgment,はい,hai,Use this as a respectful yes or acknowledgment.,🙂,second-wave utility draft for simple polite acknowledgment,drafted
japanese-polite-basics-4,polite-basics,japanese-polite-basics-4,No thank you,結構です、ありがとうございます,kekkou desu arigatou gozaimasu,Use this to politely decline something without sounding abrupt.,🙅,second-wave utility draft for polite refusal,drafted
japanese-polite-basics-5,polite-basics,japanese-polite-basics-5,Excuse me,すみません,sumimasen,Use this to get attention politely or open a short request.,🙏,first-wave promoted core neutral polite opener after narrowing the English gloss,first-wave-promoted-core
japanese-polite-basics-6,polite-basics,japanese-polite-basics-6,It is okay,大丈夫です,daijoubu desu,Say this when someone apologizes to you.,👌,third-pass utility draft for polite reassurance or a gentle decline,drafted
japanese-polite-basics-7,polite-basics,japanese-polite-basics-7,Goodbye,失礼します,shitsurei shimasu,Use this when leaving a counter desk or room in a polite way.,👋,second-wave utility draft for polite leave-taking; kana しつれいします,drafted
japanese-convenience-store-1,convenience-store,japanese-convenience-store-1,A bottle of water please,水を一本お願いします,mizu o ippon onegaishimasu,Use this for a quick bottled-water purchase at a kiosk or convenience store.,💧,first-wave promoted core convenience-store water line; kana みずをいっぽんおねがいします,first-wave-promoted-core
japanese-convenience-store-2,convenience-store,japanese-convenience-store-2,Do you have a bag,袋はありますか,fukuro wa arimasu ka,Ask this at checkout if you need a shopping bag.,🛍️,first-wave promoted core retail checkout question,first-wave-promoted-core
japanese-convenience-store-3,convenience-store,japanese-convenience-store-3,Tissues please,ティッシュをお願いします,tisshu o onegaishimasu,Use this when you need tissues at the counter.,🧻,second-wave utility draft using common loanword pronunciation,drafted
japanese-convenience-store-4,convenience-store,japanese-convenience-store-4,Where is the sunscreen,日焼け止めはどこですか,hiyakedome wa doko desu ka,Ask this when you need help finding sunscreen.,🧴,second-wave utility draft for store navigation; kana ひやけどめはどこですか,drafted
japanese-convenience-store-5,convenience-store,japanese-convenience-store-5,Please open this for me,これを開けてもらえますか,kore o akete moraemasu ka,Use this for bottled drinks or hard packaging.,🔓,second-wave utility draft for opening help,drafted
japanese-convenience-store-6,convenience-store,japanese-convenience-store-6,Can I pay by card,カードで払えますか,kaado de haraemasu ka,Ask this before tapping or handing over your card.,💳,first-wave promoted core payment check; kana カードではらえますか,first-wave-promoted-core
japanese-convenience-store-7,convenience-store,japanese-convenience-store-7,Please give me the receipt,レシートをお願いします,reshiito o onegaishimasu,Use this when you want the paper receipt at checkout.,🧾,first-wave promoted core receipt request,first-wave-promoted-core
japanese-hotel-hostel-1,hotel-hostel,japanese-hotel-hostel-1,I have a reservation,予約しています,yoyaku shite imasu,Use this first at reception when staff look up your booking.,🛎️,first-wave promoted core hotel arrival line; kana よやくしています,first-wave-promoted-core
japanese-hotel-hostel-2,hotel-hostel,japanese-hotel-hostel-2,I would like to check in,チェックインをお願いします,chekkuin o onegaishimasu,Use this when you are ready to begin check-in at the front desk.,🔑,first-wave promoted core hotel desk arrival line,first-wave-promoted-core
japanese-hotel-hostel-3,hotel-hostel,japanese-hotel-hostel-3,What time is check out,チェックアウトは何時ですか,chekkuauto wa nanji desu ka,Ask this early so you know the departure time.,⏰,second-wave utility draft for front-desk timing check,drafted
japanese-hotel-hostel-4,hotel-hostel,japanese-hotel-hostel-4,This room is too hot,部屋が暑すぎます,heya ga atsusugimasu,Use this if the room feels too warm.,🥵,second-wave utility draft for room comfort issue; kana へやがあつすぎます,drafted
japanese-hotel-hostel-5,hotel-hostel,japanese-hotel-hostel-5,The air conditioner is not working,エアコンが動いていません,eakon ga ugoite imasen,Say this when you need staff to check the AC.,❄️,second-wave utility draft for broken AC report,drafted
japanese-hotel-hostel-6,hotel-hostel,japanese-hotel-hostel-6,More towels please,タオルをもう少しお願いします,taoru o mou sukoshi onegaishimasu,Use this when you need extra towels.,🧺,second-wave utility draft for extra towels request,drafted
japanese-hotel-hostel-7,hotel-hostel,japanese-hotel-hostel-7,Please hold my luggage,荷物を預かってもらえますか,nimotsu o azukatte moraemasu ka,Use this when you need the hotel desk to store your bags before or after check-in.,🧳,first-wave promoted core luggage hold request; kana にもつをあずかってもらえますか,first-wave-promoted-core
japanese-directions-1,directions,japanese-directions-1,Excuse me which exit should I take,すみません、どの出口から出ればいいですか,sumimasen dono deguchi kara dereba ii desu ka,Use this while showing your destination when you need the right station exit.,🗺️,first-wave promoted core rewritten from city-center baseline to station-exit wording; kana すみません どのでぐちからでればいいですか,first-wave-promoted-core
japanese-directions-2,directions,japanese-directions-2,Is it near here,ここから近いですか,koko kara chikai desu ka,Ask this when deciding whether you can walk there from your current spot.,📍,first-wave promoted core navigation repair line,first-wave-promoted-core
japanese-directions-3,directions,japanese-directions-3,How long on foot,歩いてどのくらいですか,aruite dono kurai desu ka,Use this to check whether walking from the station is realistic.,🚶,first-wave promoted core walking-time question; kana あるいてどのくらいですか,first-wave-promoted-core
japanese-directions-4,directions,japanese-directions-4,Where do I turn left,左に曲がるのはどこですか,hidari ni magaru no wa doko desu ka,Ask this when someone is giving step-by-step directions.,⬅️,second-wave utility draft for turn-point clarification,drafted
japanese-directions-5,directions,japanese-directions-5,Turn right correct,次は右で合っていますか,tsugi wa migi de atte imasu ka,Use this to confirm the next turn.,➡️,second-wave utility draft for route confirmation,drafted
japanese-directions-6,directions,japanese-directions-6,Go straight,まっすぐでいいですか,massugu de ii desu ka,Use this to confirm you should keep moving forward.,⬆️,second-wave utility draft for simple route confirmation,drafted
japanese-directions-7,directions,japanese-directions-7,Thanks I understand now,"ありがとうございます、わかりました",arigatou gozaimasu wakarimashita,Use this to politely end the directions exchange.,🙏,third-pass utility draft for politely closing a directions exchange,drafted
japanese-simple-problems-1,simple-problems,japanese-simple-problems-1,I am lost,道に迷いました,michi ni mayoimashita,Use this when you need immediate help finding your way.,😵,second-wave utility draft for being lost; kana みちにまよいました,drafted
japanese-simple-problems-2,simple-problems,japanese-simple-problems-2,I do not understand,よくわかりません,yoku wakarimasen,Use this when a reply is too fast or difficult to follow.,🤔,first-wave promoted core repair phrase,first-wave-promoted-core
japanese-simple-problems-3,simple-problems,japanese-simple-problems-3,Can you speak a little slower,もう少しゆっくりお願いします,mou sukoshi yukkuri onegaishimasu,Use this when you need the other person to slow down.,🐢,first-wave promoted core slower-speech request,first-wave-promoted-core
japanese-simple-problems-4,simple-problems,japanese-simple-problems-4,I left something behind,忘れ物をしました,wasuremono o shimashita,Say this if you forgot an item in a car room or cafe.,🎒,second-wave utility draft for lost-item reporting; kana わすれものをしました,drafted
japanese-simple-problems-5,simple-problems,japanese-simple-problems-5,The Wi Fi is not working,Wi-Fiがつながりません,wai fai ga tsunagarimasen,Use this at hotels or cafes when you cannot connect.,📶,third-pass utility draft for hotel or cafe connectivity trouble,drafted
japanese-simple-problems-6,simple-problems,japanese-simple-problems-6,I need a doctor,医者が必要です,isha ga hitsuyou desu,Use this if you need urgent medical help and want a short show-screen line.,🩺,first-wave flagged holdout keep expert medical review caution; kana いしゃがひつようです,first-wave-flagged-holdout
japanese-simple-problems-7,simple-problems,japanese-simple-problems-7,Please call for me,代わりに電話してもらえますか,kawari ni denwa shite moraemasu ka,Use this when you need staff to place a phone call on your behalf.,📞,first-wave promoted core staff escalation request; kana かわりにでんわしてもらえますか,first-wave-promoted-core
japanese-small-talk-1,small-talk,japanese-small-talk-1,I am from the United States,アメリカから来ました,amerika kara kimashita,Use this when someone asks where you are from.,🇺🇸,Drafted origin answer kept as reference coverage but deferred outside the honest starter slice unless a social pack reopens,deferred-after-starter-slice
japanese-small-talk-2,small-talk,japanese-small-talk-2,I am from England,イギリスから来ました,igirisu kara kimashita,Use this as a simple answer when introducing yourself.,🇬🇧,Drafted origin answer kept as reference coverage but deferred outside the honest starter slice unless a social pack reopens,deferred-after-starter-slice
japanese-small-talk-3,small-talk,japanese-small-talk-3,This is my first time,初めてです,hajimete desu,Say this when talking about your first visit.,✨,Drafted first-visit line kept for later review only if the lane reopens a warmer social follow-on after the service-first starter slice,later-review
japanese-small-talk-4,small-talk,japanese-small-talk-4,I like it here,ここが気に入りました,koko ga ki ni irimashita,Use this as an easy positive comment in conversation.,❤,Drafted positive comment kept visible as reference coverage but deferred outside the honest starter slice,deferred-after-starter-slice
japanese-small-talk-5,small-talk,japanese-small-talk-5,The food is so good,料理がとてもおいしいです,ryouri ga totemo oishii desu,Use this to compliment a meal or recommendation.,😋,Drafted food compliment kept for later review after the service-first starter slice is stable,later-review
japanese-small-talk-6,small-talk,japanese-small-talk-6,The weather is very hot,今日はとても暑いですね,kyou wa totemo atsui desu ne,Use this as easy weather small talk on a hot day.,☀️,Drafted weather small talk kept visible as reference coverage but deferred outside the honest starter slice,deferred-after-starter-slice
japanese-small-talk-7,small-talk,japanese-small-talk-7,How are you,,,Use this with friendly staff or locals after a greeting.,😊,Retired from the current graduation packet because direct wellness small talk is weak Japan-first utility,deferred-lower-priority
